ID del envio,Registre su tipo de empresa organizacion ciudadano,Provincia,Genero,CIIU,Tiene conocimientos de computacion y navegacion en internet,Conoce las oportunidades que el IOT (Internet de las cosas) puede aportar en su trabajo y empresa,Conoce las oportunidades que el IA (Inteligencia artificial) puede aportar en su trabajo y empresa,Conoce como utilizar herramientas de busqueda avanzada en Internet para mejorar los resultados en funcion de sus necesidades,Identifica parametros que deben cumplir las paginas web y la informacion online para considerar su confiabilidad y calidad,Clasifica la informacion mediante archivos y carpetas para facilitar su localizacion posterior,Conoce o ha utilizado servicios de alojamiento de archivos en la nube,Ha participado en consultas ciudadanas o encuestas a traves de internet (online) a propuestas de organizaciones publicas o sociales,"Usted sabe como generar un perfil publico, personal o profesional en las Redes Sociales, controlando los detalles de la imagen que quiere transmitir","Es capaz de utilizar los diferentes medios digitales para exponer de manera creativa esquemas graficos, mapas conceptuales, infografias","Sabe editar y modificar con herramientas digitales, el formato de diferentes tipos de archivo textos, fotografias, videos",Conoce los fundamentos de los procesos digitales y de la creacion de software. Entiendo los principios de la programacion,"Conoce y actua con prudencia cuando recibe mensajes cuyo remitente, contenido o archivo adjunto sea desconocido (SPAM)","Se interesa en conocer las politicas de privacidad de las plataformas que utiliza en Internet, asi como el tratamiento que hacen de sus datos personales","Se mantiene informado y actualizado sobre habitos saludables y seguros en el uso de la tecnologia, y los fomenta y los difunde","Es capaz de evaluar y elegir de manera adecuada un dispositivo, software, aplicacion o servicio para realizar sus tareas",Participa en experiencias innovadoras relacionadas con el uso de nuevas tecnologias,Conoce su nivel de competencia digital e identifica claramente sus carencias con respecto a los requisitos de su entorno laboral,Edad,Puntuacion
20975,Ciudadano,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,53
20976,Microempresarios,Carchi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,Si,No,No,No,Si,Si,No,No,No,No,46.0,78
20977,Microempresarios,El Oro,Femenino,nan,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,No,Si,Si,No,No,No,No,33.0,106
20978,Pyme,Manabi,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,Si,No,No,Si,Si,No,Si,No,Si,No,Si,Si,Si,Si,46.0,98
20979,Ciudadano,Cotopaxi,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57.0,77
20980,Microempresarios,Guayas,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,Si,Si,No,No,Si,Si,Si,Si,No,Si,No,No,Si,No,Si,45.0,127
20981,Microempresarios,Pichincha,Masculino,Construccion.,Si,Si,Si,No,No,Si,Si,No,Si,No,Si,No,Si,Si,Si,Si,Si,Si,32.0,89
20982,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69.0,53
20983,Organizacion de Economia Popular y Solidaria,Guayas,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,54.0,131
20984,Ciudadano,Tungurahua,Femenino,nan,Si,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,Si,Si,No,38.0,56
20985,Microempresarios,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,No,Si,29.0,83
20986,Ciudadano,Cotopaxi,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,45
20987,Microempresarios,Guayas,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,No,Si,No,No,No,Si,Si,No,No,Si,Si,No,Si,No,Si,No,44.0,117
20988,Microempresarios,Guayas,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,No,No,No,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,31.0,114
20989,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,47
20990,Microempresarios,Carchi,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22.0,91
20991,Microempresarios,Loja,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,Si,No,Si,Si,No,No,No,Si,Si,Si,Si,No,Si,52.0,116
20992,Gobierno,nan,nan,nan,nan,nan,nan,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,nan,84
20993,Artesanos,El Oro,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,15.0,74
20994,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,No,Si,No,No,Si,No,No,No,Si,No,No,No,No,No,Si,Si,No,No,60.0,114
20995,Microempresarios,Tungurahua,Femenino,nan,Si,No,No,No,No,No,No,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,38.0,72
20996,Ciudadano,Cotopaxi,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,58
20997,Microempresarios,Guayas,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,Si,Si,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,25.0,141
20998,Microempresarios,Tungurahua,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,Si,Si,Si,No,Si,Si,Si,No,No,No,24.0,69
20999,Microempresarios,Pichincha,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,22.0,82
21000,Microempresarios,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,No,No,No,Si,No,No,No,Si,Si,Si,No,Si,Si,34.0,118
21001,Microempresarios,Cotopaxi,Femenino,Ensenanza.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,44
21002,Ciudadano,Tungurahua,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57.0,46
21003,Ciudadano,Tungurahua,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,64.0,51
21004,Microempresarios,Pichincha,Masculino,Transporte y almacenamiento.,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,63.0,134
21005,Microempresarios,Guayas,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,30.0,50
21006,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,64.0,62
21007,Ciudadano,Cotopaxi,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60.0,51
21008,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,28.0,107
21009,Pyme,El Oro,Femenino,Actividades de atencion de la salud humana y de asistencia social.,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,36.0,73
21010,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,49.0,68
21011,Artesanos,Azuay,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,No,48.0,81
21012,Microempresarios,Pichincha,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,32.0,51
21013,Microempresarios,Tungurahua,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,24.0,128
21014,Ciudadano,Cotopaxi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,19.0,46
21015,Microempresarios,Pichincha,Femenino,nan,Si,Si,No,Si,Si,Si,Si,No,No,No,No,Si,Si,Si,No,Si,No,No,44.0,140
21016,Microempresarios,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,Si,Si,No,No,No,Si,No,No,No,No,No,Si,46.0,104
21017,Pyme,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,53
21018,Ciudadano,El Oro,Femenino,nan,Si,Si,No,Si,No,No,Si,Si,No,No,Si,No,No,Si,No,No,Si,Si,47.0,79
21019,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,No,No,No,Si,No,Si,Si,Si,No,No,No,No,No,24.0,90
21020,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,Si,No,Si,No,Si,No,Si,No,Si,Si,35.0,98
21021,Microempresarios,Tungurahua,Masculino,Transporte y almacenamiento.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60.0,56
21022,Ciudadano,Azuay,Masculino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,38.0,73
21023,Pyme,Manabi,Femenino,Actividades de alojamiento y de servicio de comida.,Si,Si,Si,No,Si,No,No,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,40.0,88
21024,Artesanos,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,43.0,116
21025,Ciudadano,Bolivar,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,Si,No,No,No,26.0,51
21026,Microempresarios,Guayas,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,Si,No,No,Si,No,Si,No,Si,Si,Si,No,No,Si,38.0,103
21027,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,Si,Si,No,Si,No,No,Si,No,Si,Si,Si,Si,Si,Si,29.0,88
21028,Microempresarios,Santa Elena,Masculino,Industrias manufactureras.,Si,No,No,No,No,Si,Si,No,No,No,No,No,Si,No,No,No,No,No,49.0,102
21029,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,No,22.0,102
21030,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,52.0,68
21031,Microempresarios,Pichincha,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,36.0,117
21032,Artesanos,Pichincha,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,36.0,117
21033,Pyme,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27.0,50
21034,Microempresarios,Tungurahua,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,54
21035,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,23.0,99
21036,Ciudadano,El Oro,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51.0,74
21037,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,23.0,99
21038,Microempresarios,Azuay,Femenino,Ensenanza.,Si,No,No,Si,Si,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,40.0,110
21039,Artesanos,Azuay,Masculino,Construccion.,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,38.0,52
21040,Ciudadano,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,No,No,Si,No,No,Si,Si,Si,No,Si,Si,Si,No,55.0,78
21041,Ciudadano,Tungurahua,Masculino,Transporte y almacenamiento.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45.0,51
21042,Artesanos,Carchi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,Si,Si,No,Si,Si,No,No,Si,Si,No,Si,No,Si,40.0,77
21043,Microempresarios,Azuay,Femenino,"Artes, entretenimiento y recreacion.",Si,Si,Si,No,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,No,64.0,84
21044,Artesanos,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,30.0,68
21045,Ciudadano,Santa Elena,Masculino,Transporte y almacenamiento.,Si,No,No,No,No,Si,Si,Si,No,No,Si,No,Si,Si,Si,No,No,No,58.0,58
21046,Pyme,Manabi,Masculino,"Agricultura, ganaderia y pesca.",No,Si,Si,No,Si,No,No,Si,No,No,No,No,Si,No,Si,Si,Si,Si,48.0,73
21047,Microempresarios,Guayas,Masculino,Actividades de alojamiento y de servicio de comida.,No,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44.0,116
21048,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,No,No,23.0,92
21049,Microempresarios,Pichincha,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,No,No,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,51.0,119
21050,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,30.0,129
21051,Microempresarios,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,Si,No,Si,Si,Si,No,Si,No,51.0,105
21052,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,Si,Si,Si,No,Si,No,No,No,No,No,24.0,60
21053,Pyme,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60.0,44
21054,Microempresarios,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,Si,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,50.0,86
21055,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,Si,Si,Si,No,Si,Si,Si,No,No,No,57.0,89
21056,Ciudadano,El Oro,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.0,89
21057,Ciudadano,Guayas,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,Si,No,Si,No,Si,No,No,No,No,No,34.0,74
21058,Pyme,Carchi,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,54
21059,Microempresarios,Santa Elena,Masculino,"Suministro de electricidad, gas, vapor y aire acondicionado.",Si,No,No,No,No,No,No,No,Si,Si,Si,No,No,Si,Si,Si,Si,Si,50.0,107
21060,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,44.0,151
21061,Artesanos,Bolivar,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52.0,44
21062,Ciudadano,Santa Elena,Masculino,Otras actividades de servicios.,Si,Si,No,No,Si,Si,No,No,Si,Si,No,No,Si,Si,Si,No,No,No,53.0,78
21063,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,Si,Si,No,Si,No,Si,No,No,Si,56.0,101
21064,Pyme,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52.0,44
21065,Artesanos,Guayas,Femenino,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,28.0,131
21066,Microempresarios,Carchi,Femenino,nan,Si,No,No,Si,Si,Si,No,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,19.0,119
21067,Microempresarios,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,35.0,101
21068,Ciudadano,Carchi,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,52.0,55
21069,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,45
21070,Pyme,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,31.0,57
21071,Microempresarios,Tungurahua,Masculino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,30.0,51
21072,Artesanos,Bolivar,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.0,44
21073,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,45.0,74
21074,Ciudadano,Carchi,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,45
21075,Microempresarios,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,No,No,Si,Si,Si,Si,No,Si,No,No,No,No,No,26.0,102
21076,Ciudadano,Pichincha,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,Si,Si,No,Si,Si,Si,No,No,No,Si,Si,No,No,No,24.0,89
21077,Ciudadano,Guayas,Masculino,Otras actividades de servicios.,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65.0,69
21078,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,28.0,115
21079,Microempresarios,Cotopaxi,Femenino,nan,Si,No,No,No,No,Si,No,Si,No,No,No,No,Si,Si,No,No,No,No,31.0,65
21080,Pyme,Manabi,Masculino,Actividades de alojamiento y de servicio de comida.,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,42.0,89
21081,Microempresarios,Carchi,Masculino,Otras actividades de servicios.,Si,Si,No,Si,No,Si,No,Si,No,No,Si,No,Si,Si,Si,Si,Si,Si,45.0,105
21082,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68.0,53
21083,Ciudadano,El Oro,Masculino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,Si,No,No,No,Si,Si,Si,No,No,Si,No,No,No,Si,39.0,77
21084,Pyme,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,32.0,74
21085,Artesanos,El Oro,Masculino,Construccion.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,42.0,171
21086,Artesanos,Bolivar,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21.0,44
21087,Artesanos,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,84
21088,Microempresarios,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17.0,43
21089,Microempresarios,Tungurahua,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55.0,47
21090,Ciudadano,Carchi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,Si,No,Si,Si,No,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,56.0,71
21091,Microempresarios,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,46
21092,Microempresarios,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,58.0,91
21093,Artesanos,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60.0,76
21094,Ciudadano,Azuay,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,29.0,65
21095,Ciudadano,Canar,Masculino,Otras actividades de servicios.,Si,Si,No,No,No,No,No,Si,Si,No,No,No,No,Si,Si,No,No,No,36.0,79
21096,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,58.0,64
21097,Ciudadano,Azuay,Femenino,Otras actividades de servicios.,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,26.0,105
21098,Microempresarios,Loja,Masculino,Industrias manufactureras.,Si,No,No,Si,Si,Si,No,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,38.0,139
21099,Ciudadano,Azuay,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73.0,50
21100,Ciudadano,Azuay,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44.0,66
21101,Ciudadano,Tungurahua,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,28.0,49
21102,Microempresarios,El Oro,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,No,No,No,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,47.0,124
21103,Artesanos,El Oro,Masculino,Construccion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59.0,108
21104,Ciudadano,Carchi,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,No,No,No,Si,No,Si,No,Si,No,No,No,32.0,67
21105,Ciudadano,Azuay,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,45
21106,Artesanos,Bolivar,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,44
21107,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,No,No,Si,No,Si,No,Si,50.0,94
21108,Pyme,Tungurahua,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,59.0,157
21109,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,Si,Si,No,Si,No,No,No,Si,Si,No,No,No,27.0,91
21110,Microempresarios,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,30.0,78
21111,Microempresarios,El Oro,Masculino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,47
21112,Pyme,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,46
21113,Microempresarios,Los Rios,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,32.0,104
21114,Ciudadano,Azuay,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57.0,44
21115,Ciudadano,Azuay,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,38.0,66
21116,Ciudadano,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,68
21117,Artesanos,Bolivar,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24.0,101
21118,Pyme,Santa Elena,Masculino,Informacion y comunicacion.,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,24.0,169
21119,Ciudadano,Azuay,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,44
21120,Artesanos,El Oro,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,27.0,124
21121,Ciudadano,Carchi,Femenino,nan,Si,Si,No,No,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Si,43.0,72
21122,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,22.0,123
21123,Artesanos,Carchi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,73.0,52
21124,Microempresarios,Santa Elena,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,Si,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,43.0,134
21125,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,28.0,142
21126,Ciudadano,Azuay,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,No,No,No,Si,35.0,93
21127,Microempresarios,Azuay,Femenino,Actividades de alojamiento y de servicio de comida.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,45.0,98
21128,Microempresarios,Azuay,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,49.0,62
21129,Microempresarios,Santa Elena,Femenino,Industrias manufactureras.,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,Si,No,No,No,Si,Si,Si,42.0,102
21130,Pyme,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,60.0,129
